datetime,value
2016-07-03 21:30:00,283.8
2016-07-03 21:45:00,283.8
2016-07-03 22:00:00,283.8
2016-07-03 22:15:00,606.0
2016-07-03 22:30:00,606.0
2016-07-03 22:45:00,606.0
2016-07-03 23:00:00,606.0
2016-07-03 23:15:00,306.0
2016-07-03 23:30:00,306.0
2016-07-03 23:45:00,306.0
2016-07-04 00:00:00,306.0
2016-07-04 00:15:00,317.8
2016-07-04 00:30:00,317.8
2016-07-04 00:45:00,317.8
2016-07-04 01:00:00,317.8
2016-07-04 01:15:00,300.8
2016-07-04 01:30:00,300.8
2016-07-04 01:45:00,300.8
2016-07-04 02:00:00,300.8
2016-07-04 02:15:00,294.3
2016-07-04 02:30:00,294.3
2016-07-04 02:45:00,294.3
2016-07-04 03:00:00,294.3
2016-07-04 03:15:00,302.0
2016-07-04 03:30:00,302.0
2016-07-04 03:45:00,302.0
2016-07-04 04:00:00,302.0
2016-07-04 04:15:00,309.5
2016-07-04 04:30:00,309.5
2016-07-04 04:45:00,309.5
2016-07-04 05:00:00,309.5
2016-07-04 05:15:00,294.8
2016-07-04 05:30:00,294.8
2016-07-04 05:45:00,294.8
2016-07-04 06:00:00,294.8
2016-07-04 06:15:00,292.0
2016-07-04 06:30:00,292.0
2016-07-04 06:45:00,292.0
2016-07-04 07:00:00,292.0
2016-07-04 07:15:00,297.3
2016-07-04 07:30:00,297.3
2016-07-04 07:45:00,297.3
2016-07-04 08:00:00,297.3
2016-07-04 08:15:00,348.0
2016-07-04 08:30:00,348.0
2016-07-04 08:45:00,348.0
2016-07-04 09:00:00,348.0
2016-07-04 09:15:00,421.3
2016-07-04 09:30:00,421.3
2016-07-04 09:45:00,421.3
2016-07-04 10:00:00,421.3
2016-07-04 10:15:00,473.5
2016-07-04 10:30:00,473.5
2016-07-04 10:45:00,473.5
2016-07-04 11:00:00,473.5
2016-07-04 11:15:00,458.0
2016-07-04 11:30:00,458.0
2016-07-04 11:45:00,458.0
2016-07-04 12:00:00,458.0
2016-07-04 12:15:00,444.3
2016-07-04 12:30:00,444.3
2016-07-04 12:45:00,444.3
2016-07-04 13:00:00,444.3
2016-07-04 13:15:00,289.5
2016-07-04 13:30:00,289.5
2016-07-04 13:45:00,289.5
2016-07-04 14:00:00,289.5
2016-07-04 14:15:00,164.3
2016-07-04 14:30:00,164.3
2016-07-04 14:45:00,164.3
2016-07-04 15:00:00,164.3
2016-07-04 15:15:00,164.3
2016-07-04 15:30:00,164.3
2016-07-04 15:45:00,164.3
2016-07-04 16:00:00,164.3
2016-07-04 16:15:00,162.3
2016-07-04 16:30:00,162.3
2016-07-04 16:45:00,162.3
2016-07-04 17:00:00,162.3
2016-07-04 17:15:00,164.5
2016-07-04 17:30:00,164.5
2016-07-04 17:45:00,164.5
2016-07-04 18:00:00,164.5
2016-07-04 18:15:00,170.8
2016-07-04 18:30:00,170.8
2016-07-04 18:45:00,170.8
2016-07-04 19:00:00,170.8
2016-07-04 19:15:00,251.0
2016-07-04 19:30:00,251.0
2016-07-04 19:45:00,251.0
2016-07-04 20:00:00,251.0
2016-07-04 20:15:00,284.3
2016-07-04 20:30:00,284.3
2016-07-04 20:45:00,284.3
2016-07-04 21:00:00,284.3
2016-07-04 21:15:00,312.0
2016-07-04 21:30:00,312.0
2016-07-04 21:45:00,312.0
2016-07-04 22:00:00,312.0
2016-07-04 22:15:00,309.8
2016-07-04 22:30:00,309.8
2016-07-04 22:45:00,309.8
2016-07-04 23:00:00,309.8
2016-07-04 23:15:00,307.3
2016-07-04 23:30:00,307.3
2016-07-04 23:45:00,307.3
2016-07-05 00:00:00,307.3
2016-07-05 00:15:00,303.3
2016-07-05 00:30:00,303.3
2016-07-05 00:45:00,303.3
2016-07-05 01:00:00,303.3
2016-07-05 01:15:00,298.3
2016-07-05 01:30:00,298.3
2016-07-05 01:45:00,298.3
2016-07-05 02:00:00,298.3
2016-07-05 02:15:00,290.5
2016-07-05 02:30:00,290.5
2016-07-05 02:45:00,290.5
2016-07-05 03:00:00,290.5
2016-07-05 03:15:00,287.8
2016-07-05 03:30:00,287.8
2016-07-05 03:45:00,287.8
2016-07-05 04:00:00,287.8
2016-07-05 04:15:00,298.3
2016-07-05 04:30:00,298.3
2016-07-05 04:45:00,298.3
2016-07-05 05:00:00,298.3
2016-07-05 05:15:00,284.5
2016-07-05 05:30:00,284.5
2016-07-05 05:45:00,284.5
2016-07-05 06:00:00,284.5
2016-07-05 06:15:00,277.0
2016-07-05 06:30:00,277.0
2016-07-05 06:45:00,277.0
2016-07-05 07:00:00,277.0
2016-07-05 07:15:00,288.3
2016-07-05 07:30:00,288.3
2016-07-05 07:45:00,288.3
2016-07-05 08:00:00,288.3
2016-07-05 08:15:00,380.8
2016-07-05 08:30:00,380.8
2016-07-05 08:45:00,380.8
2016-07-05 09:00:00,380.8
2016-07-05 09:15:00,460.8
2016-07-05 09:30:00,460.8
2016-07-05 09:45:00,460.8
2016-07-05 10:00:00,460.8
2016-07-05 10:15:00,506.3
2016-07-05 10:30:00,506.3
2016-07-05 10:45:00,506.3
2016-07-05 11:00:00,506.3
2016-07-05 11:15:00,455.0
2016-07-05 11:30:00,455.0
2016-07-05 11:45:00,455.0
2016-07-05 12:00:00,455.0
2016-07-05 12:15:00,376.5
2016-07-05 12:30:00,376.5
2016-07-05 12:45:00,376.5
2016-07-05 13:00:00,376.5
2016-07-05 13:15:00,196.0
2016-07-05 13:30:00,196.0
2016-07-05 13:45:00,196.0
2016-07-05 14:00:00,196.0
2016-07-05 14:15:00,156.8
2016-07-05 14:30:00,156.8
2016-07-05 14:45:00,156.8
2016-07-05 15:00:00,156.8
2016-07-05 15:15:00,155.3
2016-07-05 15:30:00,155.3
2016-07-05 15:45:00,155.3
2016-07-05 16:00:00,155.3
2016-07-05 16:15:00,154.3
2016-07-05 16:30:00,154.3
2016-07-05 16:45:00,154.3
